"Name","MODEL_MAP_FLAG","ATTRACTIVE_FIELD","DAMPING","MAXITER","UPDATES","ACC_VarState_training","L1_Prob_val","L1_LogScore_training","RMSE_LogScore_training","ACC_GraphState_training","RMSE_Prob_val","CrossEntropy_Prob_val","ACC_VarState_val","RMSE_DiffLog_val","RMSE_LogScore_val","RMSE_Prob_training","CrossEntropy_Prob_training","L1_DiffLog_val","L1_LogScore_val","RMSE_DiffLog_training","L1_Prob_training","ACC_GraphState_val","L1_DiffLog_training"
"dulcet-galaxy-251","true","true","0.7","5","SEQRND","0.6756","0.08667872027605772","46.088727624778315","57.3647908877614","0.02","0.12023829823692836","0.6812324070334435","0.711","0.5325301577026691","61.23269858209086","0.09918171047803696","0.6888297347307205","0.37641560032386334","50.43807642208361","0.4231746925049541","0.07051509631574154","0","0.2963051035058219"
"hopeful-sun-31","true","true","0.5","10000","SEQFIX","0.689","0.37639954552054405","2.1489375130631605","5.998383405411883","0.58","0.4060874612132472","Infinity","0.7102","10.360076908011068","7.870698424587181","0.41951670506316785","Infinity","8.403626388308405","2.852962656810413","9.699423805592904","0.39196953186839817","0.6","7.628058989648335"
"stilted-sky-17","false","true","0","20","SEQRND","0.6966","0.356840290735662","6.68137670857841","11.57186495103448","0.5","0.40328233764335086","Infinity","0.707","10.250650720944934","10.351619016083552","0.3728850039550019","Infinity","7.948432240856439","5.305540065831885","9.159915127282806","0.32508762939572333","0.56","6.740480822304077"
"legendary-hill-409","true","true","0.01","20","SEQRND","0.719","0.3988073327600956","5.125563281371829","9.985591306058952","0.52","0.4321133267888521","Infinity","0.706","10.4113469930517","9.018486298677898","0.41263672576401894","Infinity","8.43612132831961","3.829411726289542","9.389923864746704","0.38526681756824255","0.58","7.2997874431220815"
"feasible-sponge-368","false","true","0.5","5","SEQRND","0.6654","0.09301460998207332","38.50815169257316","44.887555356606704","0.02","0.1293434024735283","0.6902811970353127","0.7012","0.6228962502995724","44.333040809194266","0.12016843977117714","0.7035304444909096","0.4270787493841723","38.26031042182368","0.5717175534401027","0.08284638982117176","0.04","0.3656941636010539"
"daily-water-270","true","true","0.5","20","SEQFIX","0.6848","0.3745264457195997","2.5256054506469248","6.443151583522971","0.54","0.40505077503745834","Infinity","0.6996","10.210400139153156","10.98665651895065","0.4190428019029596","Infinity","8.221950097876787","4.520715078409133","9.660213417592862","0.3908164685860277","0.54","7.573205951485224"
"zany-wood-259","true","true","0.3","5","PARALL","0.66","0.0963702195301652","63.66526806637915","79.82488641148147","0.02","0.1368023271291184","0.6920852195203304","0.6912","0.6154475227515203","80.02839829139147","0.119684681294521","0.7000339559912682","0.4263763312250376","64.90223342404424","0.5271040460494898","0.08319647101759911","0","0.35792613617351743"
"pretty-flower-28","true","true","0.5","10","SEQFIX","0.6804","0.3698114637568593","4.294036290638648","9.363162473704296","0.48","0.40094392770778414","Infinity","0.6896","9.802483333039689","15.058081942064907","0.4143778220792507","Infinity","7.822686000711098","6.648645573318269","9.173738378636884","0.3842093115672469","0.48","7.1006003520390015"
"efficient-thunder-33","true","true","0.1","5","PARALL","0.6548","0.1251015323713422","103.65048832499696","135.03393767888323","0.02","0.17246010453964844","0.7280698363363742","0.6892","0.8741219416117493","126.4933703277463","0.15674375378180214","0.732491672372818","0.6043579687310383","103.1567817794734","0.7845165452596844","0.11273702885210514","0","0.5277797882616986"
"laced-plasma-128","true","true","0.5","5","PARALL","0.6468","0.09158610344827176","58.7914975813765","72.2438345073245","0.02","0.12754470662093684","0.6850382744908333","0.6868","0.5637254780867799","73.45651513506196","0.10452558528379503","0.6910915493845939","0.3968173360588029","61.77239549761751","0.4458296034996055","0.07428194758594037","0","0.31197206258527005"
"eternal-serenity-260","true","true","0.5","5","SEQFIX","0.6724","0.2864663726359606","13.08665078852588","20.86439592974726","0.3","0.32754568359683917","Infinity","0.686","5.469971303800508","27.4881077207066","0.33862275774747336","Infinity","3.8001860025469214","16.741833936400077","4.685882246473415","0.2883164145767689","0.3","3.132231141310278"
"generous-valley-2","true","true","0","10","SEQRND","0.7176","0.4059365653842687","5.944541396113982","11.434150339461494","0.5","0.4419881779919529","Infinity","0.6834","10.207780319731688","10.142183137333468","0.3979329727427617","Infinity","8.135790820503235","5.335921091685384","9.235337097866374","0.37175090532749894","0.5","7.13069006670788"
"devout-morning-173","true","true","0","5","PARALL","0.6498","0.14908581546097993","135.0279104374015","174.44469025351745","0.02","0.20028029774882927","0.7691086446523666","0.6802","1.125067597906046","159.4013142730257","0.18379335690764623","0.7672992103219032","0.7766957406200469","133.53077849584196","1.0122572938445595","0.13609529777169227","0","0.680172723015165"
"hardy-sky-201","true","true","0.9","10","SEQFIX","0.6416","0.0953251529455185","62.172601483492535","75.20812131836826","0.02","0.12911162998065628","0.6857269024729729","0.6748","0.5738538805714736","81.76589116302591","0.10179238191672273","0.6897496991157531","0.41251938394717874","68.59009121534153","0.43582523040228327","0.07501192525029182","0","0.3144554974451661"
"logical-lake-308","true","true","0.001","20","SEQRND","0.7498","0.3953052581459284","3.1218821981742666","7.49719703077416","0.58","0.4295971501892596","Infinity","0.6746","10.414107931406493","9.790387993558085","0.3996002395006163","Infinity","8.345367424936592","4.686968571405249","9.552188423547204","0.3745246653422713","0.54","7.452296217091567"
"kind-fire-387","false","true","0.7","10","PARALL","0.6524","0.0899159604549408","44.06035907618038","49.79842416492029","0","0.12483082029130307","0.6840567185163497","0.6744","0.5554709647961108","53.47931693614789","0.10735804197791383","0.6929647473573685","0.3917110731415451","46.76675284348352","0.466209241890208","0.0751374160349369","0","0.3182848145500757"
"zany-fire-137","false","true","0.1","5","SEQMAX","0.6662","0.34506731473654506","12.988583378635497","55.7633990942233","0.5","0.4004614482266302","Infinity","0.6722","10.006267860082271","76.18968125221276","0.392584626545988","Infinity","7.665447341802344","19.657904389054057","9.275948447505504","0.33267604285329583","0.54","6.833082938075671"
"mild-night-93","false","true","0.1","10","SEQMAX","0.6638","0.34830204764306544","12.483547112520329","55.69053495375811","0.52","0.40246510684914816","Infinity","0.6696","10.01882854563235","76.09837493224256","0.3974969157764905","Infinity","7.699287277140096","19.214854497889743","9.297697534399864","0.34051868046969175","0.54","6.902931121515995"
"efficient-frost-317","false","true","0.9","20","SEQRND","0.6496","0.0900539586097002","47.68476746605295","52.895628303335315","0","0.12336211383703194","0.682846944230795","0.6694","0.5475809842350688","56.62205086545081","0.10358230208765444","0.6907343748092651","0.390923872002773","49.97739519334216","0.44492979453458265","0.07382199784219265","0","0.31067381405066696"
"faithful-snowflake-342","false","true","0.3","20","SEQFIX","0.7174","0.3454383399322629","5.611508788037538","10.453448255911312","0.52","0.390719627006613","Infinity","0.6676","10.192892224377973","10.390520680469104","0.3881291855460967","Infinity","7.949016958721354","4.85635305020818","9.34778265413916","0.3326839150354266","0.5","6.91445358608542"
"curious-monkey-283","false","true","0.1","20","SEQMAX","0.6642","0.34868043849468233","12.3921080410018","55.67764505012735","0.52","0.4026122147562848","Infinity","0.6674","10.019087838261614","76.07074099781647","0.3983129650070756","Infinity","7.701406606335565","19.069894734014262","9.298898866920908","0.3417511598035693","0.54","6.910347649675561"
"wobbly-morning-171","false","true","0.1","10000","SEQMAX","0.6642","0.3488663139164448","12.3921080410018","55.67764505012735","0.52","0.40265533091616046","Infinity","0.6664","10.019117422164664","76.05912078937173","0.3983363811763686","Infinity","7.702175201862678","18.96181526238353","9.298924736237732","0.34178886274546383","0.54","6.91054411715786"
"sparkling-firefly-17","false","true","0.3","10","SEQFIX","0.7022","0.3307379312172532","8.354382042520957","13.605507390361032","0.4","0.37992492332930905","Infinity","0.66","9.789040157117622","13.06308503229062","0.3748827591557689","Infinity","7.407777860098146","7.779556716608508","9.068219265900412","0.31505550452172754","0.42","6.477391013966873"
"faithful-flower-323","false","true","0.1","5","PARALL","0.6444","0.09664291005134584","79.545403706749","102.34794419928213","0","0.13612590238940253","0.6915757619380951","0.6576","0.6144695742485573","108.8390232447956","0.11693825110828418","0.6986087784528733","0.4254547260504216","88.8485895090711","0.5179891134234259","0.08086472427845001","0","0.3463323805917287"
"copper-night-156","false","true","0","5","PARALL","0.6368","0.1033353528007865","107.58204193297436","140.93537122651242","0","0.1467171506650998","0.7007682519614696","0.657","0.6873191974755776","139.70848600526986","0.12750914541141625","0.7064046856760978","0.46690062156599016","114.36153984667747","0.5871167421198202","0.08801633945405483","0","0.3852182189224754"
"generous-plasma-384","false","true","0.3","5","PARALL","0.6346","0.09346410169899463","57.094406616134144","66.95862054489464","0","0.12914845526302263","0.6860497526943684","0.6552","0.5722779295099762","75.20517311745282","0.1072673887620088","0.6924663730859757","0.40531185269076375","63.87932353201527","0.4608124048926363","0.07570890016257763","0","0.3188223971401807"
"dainty-dragon-2","true","true","0.7","5","PARALL","0.62","0.09766542722582816","68.4469545849481","81.6807690705514","0.02","0.13248353467239404","0.687518296456337","0.6508","0.5876604105551275","91.50889818048","0.10395511336900136","0.6906490982651711","0.4220225790752098","78.37131633861871","0.44470218322526023","0.07671395121216774","0","0.3213375452030683"
"fresh-haze-170","false","true","0.5","5","PARALL","0.6204","0.09652741114795207","60.435014565595544","68.82106043400384","0","0.13137035179361858","0.6869568742513656","0.639","0.5824593793015708","75.88642164149086","0.10538200760381902","0.6912979651093483","0.4173754170032218","66.21218411035197","0.4508911122595216","0.0767538654178381","0","0.3217357160958927"
"gentle-water-245","true","true","0.9","10","PARALL","0.619","0.09929559415578842","75.33775779175116","90.04942399883484","0","0.13394785011754284","0.6883079712986946","0.6388","0.5943883657872969","99.72311070391694","0.10439283144171896","0.6908252305030823","0.4286776932222769","85.65313142476522","0.4469962126657012","0.07739156205058098","0","0.3240471976098372"
"morning-galaxy-61","false","false","0.7","10000","PARALL","0.5964","0.24778801687508825","24.368376351352836","30.913713413360263","0.02","0.3183657731353863","Infinity","0.6236","4.306733849274652","32.24586089833204","0.28191656582565056","Infinity","2.5614134485367455","25.47330031210523","3.362131759108677","0.2124285243719816","0","1.9109163365241608"
"likely-sea-119","true","true","0.001","10","SEQMAX","0.5602","0.4174324026554823","0.1571911008653153","0.3249870097331769","0.56","0.44575761343530784","Infinity","0.62","10.84699667761539","0.37097745167484486","0.46129988259197463","Infinity","8.93309861367345","0.1543901415364013","10.02924155349134","0.4362622576087713","0.62","8.038671755307167"
"polished-wood-290","true","true","0","10000","SEQMAX","0.5602","0.4174324026554823","0.1571911008653153","0.3249870097331769","0.56","0.44575761343530784","Infinity","0.62","10.84699667761539","0.37097745167484486","0.46129988259197463","Infinity","8.93309861367345","0.1543901415364013","10.02924155349134","0.4362622576087713","0.62","8.038671755307167"
"mild-cherry-234","true","true","0.001","20","SEQMAX","0.5602","0.4174324026554823","0.1571911008653153","0.3249870097331769","0.56","0.44575761343530784","Infinity","0.62","10.84699667761539","0.37097745167484486","0.46129988259197463","Infinity","8.93309861367345","0.1543901415364013","10.02924155349134","0.4362622576087713","0.62","8.038671755307167"
"bumbling-dust-322","true","true","0.001","10000","SEQMAX","0.5602","0.4174324026554823","0.1571911008653153","0.3249870097331769","0.56","0.44575761343530784","Infinity","0.62","10.84699667761539","0.37097745167484486","0.46129988259197463","Infinity","8.93309861367345","0.1543901415364013","10.02924155349134","0.4362622576087713","0.62","8.038671755307167"
"scarlet-sea-233","true","true","0","20","SEQMAX","0.5602","0.4174324026554823","0.1571911008653153","0.3249870097331769","0.56","0.44575761343530784","Infinity","0.62","10.84699667761539","0.37097745167484486","0.46129988259197463","Infinity","8.93309861367345","0.1543901415364013","10.02924155349134","0.4362622576087713","0.62","8.038671755307167"
"super-plasma-359","true","true","0","10","SEQMAX","0.5602","0.4174324026554823","0.1571911008653153","0.3249870097331769","0.56","0.44575761343530784","Infinity","0.62","10.84699667761539","0.37097745167484486","0.46129988259197463","Infinity","8.93309861367345","0.1543901415364013","10.02924155349134","0.4362622576087713","0.62","8.038671755307167"
"chocolate-bird-280","true","true","0.001","5","SEQMAX","0.5602","0.4174324026733637","0.1571911008653153","0.3249870097331769","0.56","0.4457576134319869","Infinity","0.62","10.846996676213497","0.37097745167484486","0.461299882598839","Infinity","8.933098612567782","0.1543901415364013","10.029241553183338","0.43626225762069226","0.62","8.038671755062788"
"giddy-wave-325","false","true","0.9","10","SEQFIX","0.5992","0.10057901594638824","80.45203383240258","89.95124511689797","0","0.13520405654163525","0.6889914743185044","0.617","0.5997420677461262","91.56453689416398","0.10627253704969812","0.691621745300293","0.4338475050719454","83.35239842582034","0.4550137035472191","0.07872965325415135","0","0.3294350992594147"
"misty-pyramid-384","true","true","0.1","10000","SEQMAX","0.5994","0.39072557217478754","9.246050562348447","55.08666841407183","0.58","0.43088953108122735","Infinity","0.614","10.3657879800714","75.74455738836193","0.45147237967586057","Infinity","8.286257685628161","16.71405795464604","9.743486924713508","0.4177533197671175","0.58","7.666080489714677"
"balmy-snowball-222","true","true","0.1","10","SEQMAX","0.5994","0.3907255715608597","9.246050562348447","55.08666841407183","0.58","0.4308895306712393","Infinity","0.614","10.365787886098884","75.74455738836193","0.4514723791855196","Infinity","8.286257598057016","16.71405795464604","9.743486825695705","0.41775331914126873","0.58","7.666080401872331"
"faithful-dust-244","true","false","0.99","10000","SEQFIX","0.5276","0.30876392953693865","22.26090674103323","28.02347748481869","0.06","0.3602033498647316","Infinity","0.6134","4.88043307812668","29.56404449504798","0.3630524512938652","Infinity","3.25825215676995","23.542900651627633","4.057054486533893","0.3046302667528391","0","2.6888338647317376"
"desert-cosmos-111","true","true","0.01","20","SEQMAX","0.5602","0.41810243261158464","0.1571911008653153","0.3249870097331769","0.56","0.4458167823153644","Infinity","0.6118","10.8470358726749","0.3760647619144179","0.46129988259197463","Infinity","8.935787778110802","0.16310843896489732","10.02924155349134","0.4362622576087713","0.6","8.038671755307167"
"dashing-firefly-83","true","true","0.01","5","SEQMAX","0.5602","0.418102427059412","0.1571911008653153","0.3249870097331769","0.56","0.44581677562731425","Infinity","0.6118","10.847034702059815","0.3760647619144179","0.46129987785561366","Infinity","8.935786708694696","0.16310843896489732","10.029240344495186","0.4362622513651848","0.6","8.03867082749158"
"azure-hill-116","true","true","0.01","10000","SEQMAX","0.5602","0.41810243261158464","0.1571911008653153","0.3249870097331769","0.56","0.4458167823153644","Infinity","0.6118","10.8470358726749","0.3760647619144179","0.46129988259197463","Infinity","8.935787778110802","0.16310843896489732","10.02924155349134","0.4362622576087713","0.6","8.038671755307167"
"clean-night-281","true","true","0.01","10","SEQMAX","0.5602","0.41810243261158464","0.1571911008653153","0.3249870097331769","0.56","0.4458167823153644","Infinity","0.6118","10.8470358726749","0.3760647619144179","0.46129988259197463","Infinity","8.935787778110802","0.16310843896489732","10.02924155349134","0.4362622576087713","0.6","8.038671755307167"
"playful-surf-107","false","true","0.01","10","SEQFIX","0.6618","0.3658583538398147","5.815003234897017","10.39041305509932","0.46","0.41661867675327935","Infinity","0.611","10.321135801003742","10.5296926944941","0.3986568006652733","Infinity","8.048143197395653","4.897787704316802","9.389411224340645","0.3403964220836759","0.44","6.93286738897413"
"absurd-pyramid-262","false","true","0.1","10","SEQFIX","0.6884","0.3636142965629697","6.154787849726354","10.705029456234168","0.42","0.4150901287753181","Infinity","0.6106","10.29032909801188","10.361053823830956","0.3886431116536812","Infinity","7.998840748843551","5.113911366253701","9.403491370134882","0.3313440789014101","0.46","6.923969630653318"
"comfy-rain-102","false","true","0.001","10","SEQFIX","0.6612","0.3658865614414215","5.854646990669473","10.45433943211797","0.46","0.4166306411308011","Infinity","0.6104","10.321351762795322","10.628430579986109","0.3986608173877683","Infinity","8.04705520394966","4.957791146390954","9.383461541265588","0.3403091525822878","0.44","6.927867170904298"
"fresh-thunder-152","false","true","0","10","SEQFIX","0.6608","0.3658879032835364","5.865554937623171","10.46914107859342","0.46","0.4166292110378868","Infinity","0.6102","10.321297712748075","10.645573914883052","0.39868659682122465","Infinity","8.046781702857277","4.996527983296191","9.38286376149119","0.3403599424004555","0.44","6.927614494210575"
"royal-flower-324","false","false","0.1","10","SEQFIX","0.5776","0.21780405220985413","44.85596907194227","62.56390000419027","0","0.29160342592748706","Infinity","0.6078","3.622869314870558","84.22348927916865","0.2642681213120967","Infinity","2.034911637366447","59.71248723780753","2.817093407606357","0.18652409443557263","0","1.508921066128183"
"lively-firefly-186","false","true","0.001","20","SEQFIX","0.666","0.3712800473898649","5.227132990369036","9.886639064831185","0.48","0.4202084294197848","Infinity","0.6042","10.476142147622356","7.959386278077641","0.40449029141819787","Infinity","8.230910658517107","3.3049404364636454","9.42837478703384","0.35211260233521463","0.48","7.032744272169657"
"sweet-oath-188","false","true","0.01","20","SEQFIX","0.6662","0.37120259753763674","5.269940704001426","9.958110232894748","0.48","0.4201645745309052","Infinity","0.604","10.474900370691952","7.98607361036373","0.4042859703764824","Infinity","8.228899361286684","3.397194627316674","9.428992364878509","0.35186627176404","0.46","7.032006901128124"
"wise-firebrand-397","true","true","0.9","5","SEQFIX","0.584","0.10268822829127312","111.86314067475786","131.64245385588922","0","0.13762622592000634","0.6903212191462517","0.6034","0.6099308105564777","139.10099356265383","0.10672492355797383","0.6918105770230293","0.44237304462958127","120.91310485382552","0.45691756372905623","0.07925877394080162","0","0.3315222859883215"
"silver-grass-117","true","false","0.99","10000","SEQRND","0.539","0.3155891250908375","23.153635556003643","29.924020372765693","0.04","0.3686739201240802","Infinity","0.603","4.90070329944262","29.93633986966421","0.3619622986226814","Infinity","3.2849039273794274","24.227478213562065","4.036680347045375","0.30317439274489877","0","2.6701337008296746"
"pious-glitter-358","false","true","0.9","10","PARALL","0.587","0.10223515028953552","89.58534479114232","100.44152015630232","0","0.13721156972426315","0.6900917980074882","0.6022","0.6080860948661463","106.22605558373756","0.10712031232503508","0.6919821555614472","0.44053245330899954","96.52966105319264","0.4585196232648025","0.07947095261514187","0","0.3323887783019105"
"glad-donkey-250","false","false","0.01","10","SEQFIX","0.5696","0.2426424589768052","72.77846753336956","98.772610930097","0","0.31509658553924097","Infinity","0.602","4.064710256001998","117.43755508602035","0.2877084712354512","Infinity","2.416110140856821","88.12072663370398","3.314693569241027","0.21117814728617668","0","1.8578061210755492"
"dazzling-plasma-352","false","false","0.99","10000","SEQFIX","0.5952","0.23697070017158983","23.956938307660092","28.92996874161666","0.02","0.30593047208186147","Infinity","0.602","3.943956970065425","33.669230113989585","0.2773337846644977","Infinity","2.3189239032067124","26.573956752113617","3.154797329751795","0.20481044882535937","0","1.719392663914198"
"frosty-paper-145","false","false","0.99","10000","PARALL","0.6008","0.2386364622488618","22.679188701295935","27.438017200924065","0.02","0.3079973424849387","Infinity","0.602","3.936088341603193","34.71384819537623","0.2780587473140396","Infinity","2.30620783529575","27.847348405247693","3.217460263815753","0.2065836076438427","0","1.7756347941852408"
"exalted-energy-191","false","false","0.3","10000","SEQRND","0.5776","0.245443335801363","33.84235340570033","46.6061729650356","0.02","0.31438922840770395","Infinity","0.6018","3.898971574397779","48.76857084005067","0.27935919531025316","Infinity","2.3522677025750047","37.51231918226725","3.276651189411792","0.2082364576458931","0","1.824235612927121"
"woven-wave-67","false","true","0.001","10000","SEQFIX","0.6754","0.37581671845912934","5.032917066012427","9.628079119904918","0.48","0.4221282262498529","Infinity","0.5984","10.48403518734706","7.597911082931083","0.4052098601217485","Infinity","8.260205156023428","2.9923585764109384","9.440740046659458","0.35388283039778473","0.48","7.062223001872934"
"eternal-pond-115","false","false","0.1","20","SEQFIX","0.6086","0.24637818555086852","40.62551920598643","50.797331088052374","0","0.31692337933362297","Infinity","0.5984","3.9100013813149626","66.93699795540147","0.2853213695209665","Infinity","2.337241375084268","49.77872068564325","3.3290906379201677","0.2118144688278437","0","1.877328878654586"
"smart-frost-372","false","true","0.1","10000","SEQFIX","0.695","0.3758167184829712","4.423124123889166","9.11909837165527","0.52","0.42212822626459345","Infinity","0.5984","10.484035189646674","7.597911082931083","0.3974297830665","Infinity","8.260205156723037","2.9923585764109384","9.473566695404616","0.34762570414096117","0.48","7.096119941446371"
"ethereal-dew-121","false","false","0.001","10000","SEQFIX","0.6144","0.26378854389339684","85.41159583916311","112.2197538336556","0.02","0.331103923083925","Infinity","0.5976","4.3251546344524545","114.5437991275718","0.2939732908050876","Infinity","2.662252679751464","88.05158206564128","3.383609849718184","0.22911709975004196","0","1.9871044110302112"
"summer-darkness-190","false","false","0.5","10000","SEQRND","0.6012","0.23751470320671797","28.009341853306925","34.31535649468782","0.02","0.3084690789561284","Infinity","0.5972","3.986582267394743","41.31066786818501","0.2844785950094223","Infinity","2.3419374890596374","31.739191708372108","3.5168930171132393","0.21087300929129124","0","1.8980265137764392"
"divine-field-211","false","false","0.5","20","SEQFIX","0.569","0.17515786074697973","27.77663019933995","33.86883650243516","0","0.25151939246489136","Infinity","0.596","2.8649376917782363","41.92240693018217","0.2133755392504153","Infinity","1.422577196962852","33.58265823527182","2.1238057897801577","0.14690423434376718","0","1.01910802159484"
"classic-spaceship-246","true","false","0.99","10000","PARALL","0.5516","0.3145734364256263","21.241804309000663","26.253402457055405","0.04","0.3650918187935379","Infinity","0.5952","4.897508801933146","27.227645107290297","0.3572559216415755","Infinity","3.287193289235607","20.815029071309382","4.063516895890082","0.297959106734395","0","2.6786636287573957"
"jolly-darkness-236","false","false","0.3","10000","SEQFIX","0.5914","0.24855073080658913","27.727867175363908","33.93420736389736","0.02","0.3187042277182577","Infinity","0.5942","4.2311289549316315","38.01076294100235","0.28665212104901006","Infinity","2.519314558369946","29.84730145028932","3.46226280795709","0.21457813492119313","0","1.922333646302088"
"dazzling-thunder-370","true","true","0.3","20","SEQFIX","0.6312","0.4096180200904608","1.961192476127404","5.15302694051186","0.56","0.4414098482312735","Infinity","0.5934","10.359918266127035","10.227626736698827","0.4307721038144514","Infinity","8.464991915550828","3.707000081953949","9.797119607433078","0.4023710536554456","0.52","7.699078675852716"
"major-rain-69","false","false","0","10000","SEQRND","0.5828","0.25998167725503446","52.30723785687278","70.74200361601774","0","0.3288218668605701","Infinity","0.5932","4.089735896597036","74.17923915238764","0.30051733969268324","Infinity","2.5185572059454397","58.88979749531593","3.3585729159655147","0.23001674723029136","0","1.959182796718972"
"floral-valley-25","false","false","0.001","10","SEQFIX","0.5714","0.2468792084529996","75.87101751354075","103.22201885058834","0","0.31992803132278436","Infinity","0.5926","4.120112062806888","122.56543721852476","0.29129077168218803","Infinity","2.462244857611717","92.96628858204524","3.360181941528848","0.21545738998651504","0","1.9025140280561057"
"earnest-monkey-126","false","false","0.3","10000","PARALL","0.5984","0.263753538364172","31.15348716362392","39.63920973901275","0","0.3314242183193592","Infinity","0.5926","4.281113867914937","46.197106775828786","0.2895473026473917","Infinity","2.6456701880944427","35.69521257459008","3.3356840579976645","0.21816817114949227","0","1.9006721465195295"
"fine-glitter-356","false","false","0.9","10000","PARALL","0.6008","0.2386895396485925","26.404549428028375","33.20116445763204","0.02","0.3108258042183854","Infinity","0.5922","3.849612713667351","37.61523157483053","0.28020874195087003","Infinity","2.2367341573809507","29.700748449465717","3.3014767124776845","0.20772249490618705","0.02","1.826707369781565"
"stellar-glade-39","false","false","0","10","SEQFIX","0.5734","0.2472106113359332","75.93157467184302","103.7412428759796","0","0.32030685528560493","Infinity","0.59","4.122683044330195","123.6919406024553","0.29151742378729706","Infinity","2.4651069217060924","93.83674242389591","3.363755830277927","0.21584718489050864","0","1.9062294260999653"
"zany-mountain-273","false","false","0.7","10","SEQRND","0.63","0.06967827365994453","30.774906626981632","36.11741933821894","0","0.10438879663251648","0.6925427270412445","0.5896","0.46041741260587576","42.01347999494943","0.09602725315300745","0.6934894598007202","0.2966471804372035","35.53009922186742","0.40724232685536554","0.06838391846120358","0","0.28435628254752954"
"fragrant-oath-366","false","false","0.7","10000","SEQFIX","0.6356","0.2483172471433878","20.63340513230633","24.0273620554425","0.02","0.3207901675054666","Infinity","0.5892","4.05235531856747","34.17690949514998","0.27999397339038967","Infinity","2.396784880189784","26.366265633274804","3.342164283889629","0.20748296397924423","0","1.8434843736231792"
"classic-salad-306","false","false","0.1","10000","SEQRND","0.577","0.24993409273028375","43.677423247645514","54.66567174916674","0","0.31906279470752313","Infinity","0.5882","4.09636608329509","60.56807018120127","0.29513684291706416","Infinity","2.4445002166563876","47.77204871478332","3.417101951858508","0.22254510947465897","0","1.9264683078733735"
"stilted-plasma-23","false","true","0.3","10","SEQMAX","0.5556","0.17281747091859578","145.5324081517543","206.06620486914684","0.16","0.2566752812954005","Infinity","0.5856","6.685204735680312","210.82600968438783","0.2413733037784151","Infinity","3.443602655551396","147.6740536297975","5.341465837751965","0.15131521816402674","0.22","2.3946349081056657"
"clean-disco-176","false","false","0.9","20","SEQFIX","0.611","0.0676606997936964","35.83472559044157","40.25541174284843","0","0.1016595476113136","0.6911768640637398","0.5854","0.44904513717856887","41.24697081059925","0.09354533802460104","0.6923167628765107","0.2875899528231472","37.239437870526565","0.3952480234555747","0.06735848993360996","0","0.27937440411429854"
"comfy-cloud-49","false","false","0.7","10","PARALL","0.6172","0.06824638159275055","33.466469998785335","37.84203487469164","0","0.10214019871203377","0.6913914683699608","0.5844","0.4501936729603701","40.010275273045984","0.09432638131102596","0.6926637238740921","0.2900183905961691","35.41170791518087","0.3986525143348322","0.06768928492367268","0","0.2809083684312878"
"balmy-monkey-103","true","false","0.5","5","PARALL","0.6066","0.06948207626342773","46.745212686421944","57.8556150315023","0","0.10363836639012292","0.6920262387335301","0.5836","0.4551844260932822","60.756550149807445","0.0981393463422498","0.6942241864085198","0.29504643624508753","51.7533289919873","0.4138186050703379","0.06987927482724189","0","0.29008824385897025"
"flowing-gorge-50","true","false","0.9","20","PARALL","0.6128","0.06878016851246357","38.14044005049346","46.80423804462486","0","0.10259577531638876","0.6915835953354835","0.5832","0.4509796963750176","49.73453227715618","0.09752697474153536","0.6939750500202179","0.29216932049200406","41.63898349362216","0.4114235383474998","0.0691386409074068","0","0.2870570951101428"
"cerulean-sky-229","false","false","0.7","5","SEQFIX","0.6006","0.06744224579036236","40.20321457519315","46.09142269446883","0","0.101659894155698","0.6911728743433952","0.583","0.4493917811426454","49.84070850707792","0.09365053439371793","0.6923431121706962","0.2866955394891091","45.08769194038839","0.39566936733926544","0.06738009507358074","0","0.2793924058480421"
"proud-haze-383","false","false","0.5","10","PARALL","0.6334","0.07456544056832791","32.025364327255005","38.87823129684964","0","0.11178901502966147","0.6966216104924678","0.583","0.49672090850165734","45.79115830595695","0.10245733194886825","0.6969160717725754","0.31959863307739145","37.92490956875149","0.4428189845803084","0.07112173030972481","0","0.2981835841325636"
"deft-salad-77","true","false","0.9","20","SEQFIX","0.6182","0.06956596220731735","35.15471938512619","42.93078273804347","0","0.10373695882844196","0.6921012840509415","0.5828","0.4548005930981297","46.41655018929682","0.1000435040874382","0.6951412285327911","0.29550729405176823","38.1750445074254","0.4231598199790206","0.07002035024166108","0","0.291202978288359"
"royal-field-80","true","false","0.7","5","SEQFIX","0.613","0.06823686001002789","39.186840188541815","47.10072169902472","0","0.10204898104459048","0.6913510455489159","0.5826","0.4489355819086483","52.0105764815773","0.09694348381529388","0.6937388038992882","0.28994909518358764","43.02443483643716","0.4092397330163091","0.06821914224326611","0","0.2832214939533966"
"sweet-donkey-421","false","false","0.3","20","SEQFIX","0.5876","0.231664743617177","31.82156015174573","38.53608676621892","0","0.3082330889299197","Infinity","0.5824","3.864869781902298","40.91898473966536","0.26634879769610276","Infinity","2.1868006311483215","33.27555801900043","2.963828144846637","0.18900888359844684","0","1.5637505768832052"
"fresh-water-312","false","false","0.1","10000","PARALL","0.6096","0.26846285946518184","42.71541363597447","54.834357452976434","0","0.3368759673901818","Infinity","0.5824","4.294089843464624","69.77644623625088","0.2921436028196557","Infinity","2.6500337493517434","54.33232722014064","3.604066097812683","0.2262932929933071","0","2.092858681990672"
