"Name","MODEL_MAP_FLAG","ATTRACTIVE_FIELD","DAMPING","MAXITER","UPDATES","ACC_VarState_training","L1_Prob_val","L1_LogScore_training","RMSE_LogScore_training","ACC_GraphState_training","RMSE_Prob_val","CrossEntropy_Prob_val","ACC_VarState_val","RMSE_DiffLog_val","RMSE_LogScore_val","RMSE_Prob_training","CrossEntropy_Prob_training","L1_DiffLog_val","L1_LogScore_val","RMSE_DiffLog_training","L1_Prob_training","ACC_GraphState_val","L1_DiffLog_training"
"pleasant-sky-134","true","true","0.3","10000","PARALL","0.8518","0.36001898840367796","2.689581220242999","7.34428166515958","0.74","0.38655567506569327","Infinity","0.844","10.339584299321222","8.084056875497431","0.386424665993039","Infinity","8.352604354383052","3.1558915931956557","9.50734255194476","0.36449925886541606","0.7","7.4745145368589085"
"comfy-snowflake-208","true","true","0.01","10000","PARALL","0.7972","0.3655842285513878","107.84475463796988","208.9846536134673","0.48","0.39327293300807553","Infinity","0.842","10.247673495794004","132.75775561469402","0.3923072588124606","Infinity","8.288085276460647","70.41453286296957","9.379443981009638","0.3691767249032855","0.56","7.323660385019891"
"silvery-plant-243","true","true","0.9","10000","SEQFIX","0.8534","0.35902687090039254","1.8997261420335312","5.778361181030521","0.76","0.3847333439218601","Infinity","0.8374","10.386564561145631","7.325919530029743","0.3853417762726551","Infinity","8.436846051107347","2.2205137174947116","9.590097444220651","0.3635029284551739","0.74","7.538449480008893"
"glorious-violet-95","true","true","0.5","10000","SEQRND","0.8464","0.35960924490094187","1.952260810743268","5.554164978964067","0.78","0.3864397799534621","Infinity","0.837","10.40351475898451","6.6950622949215965","0.38902506086576005","Infinity","8.386296301011742","2.856285774982513","9.58346281193516","0.3683897542670369","0.68","7.55773940547537"
"deft-pyramid-178","true","true","0.3","20","PARALL","0.8268","0.3521613357305527","6.210572365144623","11.328836821268492","0.46","0.3805845030369045","Infinity","0.8348","9.921477157122622","14.910731957891269","0.3831931859225185","Infinity","7.866287165495381","7.412289103752198","9.064333062005472","0.3589502913579345","0.54","6.983884183500521"
"rosy-jazz-100","true","true","0.5","20","PARALL","0.8112","0.34925881896466016","8.89146833330415","15.916897404532316","0.42","0.3785421535337563","Infinity","0.8284","9.70808730911801","13.819094100580257","0.3818361810735779","Infinity","7.624286872506887","8.36898906934012","8.815386190717382","0.355193139924109","0.48","6.7316518810907375"
"bumbling-water-197","true","true","0.01","20","PARALL","0.786","0.35748369157761334","117.76842542784536","209.531625157965","0.36","0.3872773800168394","Infinity","0.8278","9.879782939737492","133.4347875906542","0.3916555528227712","Infinity","7.876978185664862","81.02961494929833","9.075899848143688","0.3670094830259681","0.42","7.014253447401337"
"young-cosmos-213","true","true","0.001","10000","PARALL","0.7768","0.3644294288933277","123.40601447584744","224.3958635088648","0.42","0.3930066624057144","Infinity","0.8264","10.277600974845049","172.7590131859819","0.39692932297834016","Infinity","8.274054423102736","94.53009190177325","9.340815692572692","0.3731658531591297","0.48","7.2920138565273955"
"worldly-shadow-133","true","true","0.3","10000","SEQRND","0.7482","0.36848958327174186","2.9470251757933714","7.618434726504586","0.62","0.3971405587719092","Infinity","0.8248","10.440082287999973","7.0534896833013025","0.39991194542237807","Infinity","8.441608173716068","2.7291452189468304","9.527334094682852","0.3767248847618699","0.68","7.491099190385453"
"breezy-gorge-177","true","true","0","10000","PARALL","0.7818","0.3674146422177553","135.51126849190035","250.95105388748337","0.42","0.396712891948904","Infinity","0.8222","10.305909693605685","180.85010297964513","0.39698280252177015","Infinity","8.311837134432793","98.45700506391726","9.377325630051557","0.37315560856610536","0.48","7.318018873702549"
"driven-star-199","true","true","0.7","20","PARALL","0.7892","0.3274905413404107","12.404922599546758","19.336236940319857","0.3","0.3610041306070883","Infinity","0.8152","7.679220914743626","21.38978856533084","0.3606855418435881","Infinity","5.756325478209183","14.423592721251966","6.657755783056185","0.3310322768256068","0.34","4.848178949939087"
"worldly-sea-98","false","true","0.01","20","SEQRND","0.8188","0.33248489302694795","5.938375327210902","11.554795651292087","0.62","0.37299273043072767","Infinity","0.8106","10.067895475924676","12.054897744642696","0.3658127325137432","Infinity","7.816620939667523","5.803149459740814","9.123682720016914","0.32083158506006004","0.64","6.793426934102457"
"blooming-cloud-227","true","true","0.001","10000","SEQRND","0.7288","0.37864596503674985","1.1961707332234566","4.560414136908983","0.66","0.40876456832762786","Infinity","0.8036","10.253550533410754","9.509049087382737","0.4049328190552304","Infinity","8.259530747145414","4.71811944227282","9.759346856248522","0.3816581884816289","0.62","7.695547598501295"
"dulcet-morning-266","false","true","0.5","20","SEQRND","0.7752","0.31824574753940105","9.520204626246228","14.981260485751344","0.46","0.3607292072717216","Infinity","0.8034","9.78669036794508","13.386622429866067","0.3512866641305627","Infinity","7.474997642185539","7.946990115894928","8.856051790376956","0.30036219017356636","0.54","6.357278678428382"
"autumn-darkness-354","false","true","0.1","10000","SEQRND","0.7432","0.33828860559463503","5.8958886090596","11.386182429546588","0.56","0.3757310125872936","Infinity","0.803","10.134135530110536","9.393991339860683","0.3759971389543142","Infinity","7.94147882235162","4.267201497231474","9.164687170471852","0.33105571178644894","0.66","6.823970431230962"
"noble-voice-205","false","true","0.999","10000","PARALL","0.7946","0.30717904113978145","8.71673459796839","13.212569724687713","0.48","0.35133580600700676","Infinity","0.8018","9.588513110949163","14.207086384398773","0.3418062687350921","Infinity","7.183003999717906","9.109888579089525","8.716917937298005","0.2901560899555683","0.44","6.150601693866681"
"smooth-paper-89","false","true","0.99","10000","SEQFIX","0.8028","0.33232120893001554","4.803516253828058","9.852465840696858","0.64","0.3676767697127198","Infinity","0.7998","10.186046562933484","8.531173440475394","0.36435663800413415","Infinity","7.980113402381725","3.6627987621712546","9.26492186642514","0.3222616489380598","0.66","6.936502749796957"
"fragrant-moon-365","false","true","0.9","10000","SEQRND","0.798","0.33250187550485133","4.583067957696879","9.479040079205284","0.64","0.3677707627382243","Infinity","0.7998","10.186766549421058","8.531173440475394","0.3650147553132156","Infinity","7.981731199887022","3.6627987621712546","9.297469702642356","0.3227747404888272","0.66","6.9546930073886175"
"revived-silence-311","false","true","0.7","10000","PARALL","0.8028","0.3325018765866756","4.803516253828058","9.852465840696858","0.64","0.3677707631287233","Infinity","0.7998","10.186766775058429","8.531173440475394","0.3643681260483057","Infinity","7.981731354644895","3.6627987621712546","9.264930665958415","0.32229796529561283","0.66","6.936651455135923"
"drawn-thunder-14","false","true","0.99","10000","SEQRND","0.8028","0.3323197844237089","4.803516253828058","9.852465840696858","0.64","0.3676752365331062","Infinity","0.7998","10.186029669382783","8.531173440475394","0.364356641867048","Infinity","7.980087180761061","3.6627987621712546","9.26492182705014","0.3222616627573967","0.66","6.9365027757890525"
"flowing-spaceship-401","false","true","0.99","10000","PARALL","0.8028","0.33231464271247385","4.803516253828058","9.852465840696858","0.64","0.3676720828362405","Infinity","0.7998","10.186005291316478","8.531173440475394","0.3643565038265276","Infinity","7.980036505638622","3.6627987621712546","9.264921745896098","0.3222612659305334","0.66","6.936501129892841"
"comic-leaf-198","false","true","0.9","10000","SEQFIX","0.8028","0.33250187541842463","4.803516253828058","9.852465840696858","0.64","0.36777076256050906","Infinity","0.7998","10.18676635156285","8.531173440475394","0.36436812545877983","Infinity","7.981731110048294","3.6627987621712546","9.264930571309971","0.32229796463996174","0.66","6.936651394069753"
"charmed-spaceship-14","false","true","0.3","10000","PARALL","0.8028","0.3327929269134998","4.803516253828058","9.852465840696858","0.64","0.3682982307222696","Infinity","0.7986","10.051397764923395","10.399633406596353","0.3643681262384973","Infinity","7.887231403168664","4.553104980640561","9.264930674264","0.3222979655250907","0.66","6.936651463925373"
"rural-lake-108","false","true","0.7","10000","SEQRND","0.8028","0.3279794450074434","4.803516253828058","9.852465840696858","0.64","0.36218395460905217","Infinity","0.798","10.178862280853677","8.459523325592155","0.364368126108146","Infinity","7.970726147173718","3.633737084777179","9.264930668221533","0.3222979653224349","0.66","6.936651457028929"
